original	5.16
tried	5.16
themselves	5.16
movie	5.16
longer	5.16
worth	5.16
certain	5.16
hands	5.16
alone	5.16
hot	5.16
meeting	5.15
became	5.15
director	5.15
september	5.15
bill	5.15
areas	5.15
provide	5.15
ground	5.15
usually	5.15
books	5.15
value	5.15
source	5.15
questions	5.15
giving	5.15
relationship	5.15
sound	5.15
exactly	5.15
cool	5.15
official	5.14
round	5.14
rate	5.14
production	5.14
tax	5.14
evidence	5.14
lives	5.14
stand	5.14
save	5.14
follow	5.14
reading	5.14
whatever	5.14
stuff	5.14
ok	5.14
countries	5.13
league	5.13
federal	5.13
match	5.13
david	5.13
fall	5.13
management	5.13
green	5.13
step	5.13
blue	5.13
drive	5.13
size	5.13
felt	5.13
amount	5.13
model	5.13
fast	5.13
picture	5.13
trust	5.13
feeling	5.13
eat	5.13
trade	5.12
central	5.12
groups	5.12
england	5.12
key	5.12
various	5.12
forward	5.12
range	5.12
changes	5.12
science	5.12
paid	5.12
upon	5.12
review	5.12
page	5.12
mom	5.12
hey	5.12
chief	5.11
led	5.11
cup	5.11
october	5.11
football	5.11
vote	5.11
lower	5.11
james	5.11
attention	5.11
cannot	5.11
natural	5.11
style	5.11
brother	5.11
property	5.11
character	5.11
quality	5.11
send	5.11
looked	5.11
hate	5.11
china	5.10
economic	5.10
oil	5.10
november	5.10
august	5.10
title	5.10
involved	5.10
stage	5.10
itself	5.10
language	5.10
serious	5.10
terms	5.10
related	5.10
complete	5.10
blood	5.10
lord	5.10
dog	5.10
hell	5.10
amazing	5.10
french	5.09
born	5.09
attack	5.09
january	5.09
decision	5.09
release	5.09
technology	5.09
situation	5.09
met	5.09
decided	5.09
turned	5.09
written	5.09
poor	5.09
entire	5.09
perhaps	5.09
add	5.09
article	5.09
kill	5.09
enjoy	5.09
damn	5.09
foreign	5.08
washington	5.08
european	5.08
union	5.08
election	5.08
council	5.08
financial	5.08
seven	5.08
race	5.08
continue	5.08
increase	5.08
michael	5.08
staff	5.08
legal	5.08
considered	5.08
currently	5.08
events	5.08
sign	5.08
cover	5.08
simply	5.08
choice	5.08
super	5.08
door	5.08
lose	5.08
seem	5.08
pick	5.08
simple	5.08
code	5.08
walk	5.08
hair	5.08
began	5.07
career	5.07
december	5.07
whose	5.07
built	5.07
hospital	5.07
published	5.07
daily	5.07
popular	5.07
loss	5.07
difficult	5.07
parts	5.07
version	5.07
daughter	5.07
systems	5.07
changed	5.07
starting	5.07
modern	5.07
figure	5.07
paper	5.07
writing	5.07
voice	5.07
safe	5.07
ones	5.07
knows	5.07
die	5.07
bed	5.07
crazy	5.07
army	5.06
australia	5.06
goal	5.06
internet	5.06
sea	5.06
success	5.06
rules	5.06
practice	5.06
huge	5.06
ways	5.06
towards	5.06
earth	5.06
waiting	5.06
sir	5.06
forget	5.06
listen	5.06
okay	5.06
released	5.05
mark	5.05
base	5.05
schools	5.05
offer	5.05
followed	5.05
created	5.05
la	5.05
risk	5.05
access	5.05
professional	5.05
below	5.05
pass	5.05
deep	5.05
missing	5.05
ten	5.05
table	5.05
truth	5.05
sleep	5.05
percent	5.04
minister	5.04
district	5.04
recent	5.04
india	5.04
europe	5.04
visit	5.04
george	5.04
wrote	5.04
cases	5.04
products	5.04
wall	5.04
ball	5.04
build	5.04
straight	5.04
note	5.04
card	5.04
box	5.04
dark	5.04
piece	5.04
mine	5.04
seeing	5.04
wanna	5.04
growth	5.03
february	5.03
river	5.03
included	5.03
allowed	5.03
paul	5.03
officer	5.03
rock	5.03
response	5.03
married	5.03
fans	5.03
standard	5.03
culture	5.03
places	5.03
gives	5.03
specific	5.03
respect	5.03
boys	5.03
speak	5.03
write	5.03
pain	5.03
tonight	5.03
shall	5.03
etc	5.03
peace	5.02
eight	5.02
sales	5.02
century	5.02
album	5.02
recently	5.02
ii	5.02
network	5.02
spent	5.02
track	5.02
charge	5.02
provided	5.02
create	5.02
moving	5.02
effect	5.02
student	5.02
limited	5.02
required	5.02
store	5.02
cold	5.02
via	5.02
except	5.02
eye	5.02
weight	5.02
watching	5.02
tomorrow	5.02
funny	5.02
chinese	5.01
capital	5.01
committee	5.01
conference	5.01
russian	5.01
population	5.01
station	5.01
moved	5.01
western	5.01
plans	5.01
island	5.01
association	5.01
radio	5.01
ahead	5.01
anti	5.01
pressure	5.01
gas	5.01
allow	5.01
beat	5.01
brown	5.01
addition	5.01
potential	5.01
double	5.01
treatment	5.01
expect	5.01
normal	5.01
difference	5.01
text	5.01
reported	5.00
region	5.00
campaign	5.00
despite	5.00
nearly	5.00
leading	5.00
california	5.00
miles	5.00
previous	5.00
described	5.00
cross	5.00
beginning	5.00
travel	5.00
credit	5.00
quickly	5.00
focus	5.00
kept	5.00
husband	5.00
individual	5.00
join	5.00
message	5.00
speed	5.00
section	5.00
female	5.00
particular	5.00
ice	5.00
certainly	5.00
completely	5.00
sort	5.00
content	5.00
interesting	5.00
loved	5.00
hi	5.00
ass	5.00
tour	4.99
throughout	4.99
feet	4.99
positive	4.99
drop	4.99
sale	4.99
consider	4.99
fair	4.99
contact	4.99
link	4.99
welcome	4.99
jesus	4.99
kid	4.99
forces	4.98
earlier	4.98
winning	4.98
immediately	4.98
jobs	4.98
conditions	4.98
significant	4.98
minute	4.98
leaving	4.98
sell	4.98
numbers	4.98
studies	4.98
additional	4.98
beyond	4.98
nature	4.98
extra	4.98
unless	4.98
quick	4.98
absolutely	4.98
statement	4.97
san	4.97
canada	4.97
teams	4.97
manager	4.97
justice	4.97
construction	4.97
sold	4.97
movement	4.97
computer	4.97
income	4.97
safety	4.97
levels	4.97
scene	4.97
sun	4.97
episode	4.97
spend	4.97
agree	4.97
clean	4.97
posted	4.97
favorite	4.97
photo	4.97
sounds	4.97
friday	4.96
expected	4.96
announced	4.96
coach	4.96
continued	4.96
includes	4.96
heavy	4.96
particularly	4.96
costs	4.96
designed	4.96
wide	4.96
search	4.96
train	4.96
calling	4.96
ability	4.96
subject	4.96
collection	4.96
gun	4.96
knowledge	4.96
asking	4.96
happens	4.96
definitely	4.96
wow	4.96
leader	4.95
secretary	4.95
german	4.95
workers	4.95
named	4.95
global	4.95
judge	4.95
developed	4.95
goals	4.95
unit	4.95
hotel	4.95
letter	4.95
material	4.95
lines	4.95
regular	4.95
centre	4.95
product	4.95
opportunity	4.95
claim	4.95
stories	4.95
generally	4.95
fear	4.95
author	4.95
sister	4.95
plus	4.95
interested	4.95
lady	4.95
pre	4.95
fit	4.95
nobody	4.95
dad	4.95
gotta	4.95
france	4.94
opening	4.94
sports	4.94
majority	4.94
battle	4.94
families	4.94
annual	4.94
contract	4.94
growing	4.94
reach	4.94
finished	4.94
rule	4.94
successful	4.94
pro	4.94
features	4.94
insurance	4.94
floor	4.94
degree	4.94
image	4.94
bar	4.94
hurt	4.94
meant	4.94
opinion	4.94
physical	4.94
seriously	4.94
brain	4.94
anymore	4.94
stupid	4.94
russia	4.93
stock	4.93
administration	4.93
defense	4.93
civil	4.93
australian	4.93
biggest	4.93
independent	4.93
weekend	4.93
ship	4.93
active	4.93
approach	4.93
worst	4.93
cancer	4.93
reasons	4.93
none	4.93
direction	4.93
dance	4.93
master	4.93
wonder	4.93
trump	4.93
sunday	4.92
senior	4.92
africa	4.92
organization	4.92
band	4.92
fighting	4.92
ended	4.92
operation	4.92
effort	4.92
latest	4.92
compared	4.92
commercial	4.92
passed	4.92
impact	4.92
cash	4.92
lack	4.92
beach	4.92
protect	4.92
spring	4.92
older	4.92
secret	4.92
clearly	4.92
pictures	4.92
learning	4.92
multiple	4.92
telling	4.92
fan	4.92
wear	4.92
imagine	4.92
awesome	4.92
commission	4.91
indian	4.91
calls	4.91
competition	4.91
increased	4.91
grand	4.91
details	4.91
activities	4.91
speaking	4.91
names	4.91
address	4.91
direct	4.91
necessary	4.91
resources	4.91
thus	4.91
patients	4.91
finish	4.91
rich	4.91
bought	4.91
marriage	4.91
christmas	4.91
easily	4.91
analysis	4.91
color	4.91
supposed	4.91
yesterday	4.91
dream	4.91
choose	4.91
touch	4.91
sweet	4.91
skin	4.91
anyway	4.91
luck	4.91
literally	4.91
largest	4.90
germany	4.90
congress	4.90
reports	4.90
closed	4.90
established	4.90
programs	4.90
records	4.90
overall	4.90
professor	4.90
disease	4.90
trip	4.90
greater	4.90
damage	4.90
planning	4.90
shown	4.90
directly	4.90
caught	4.90
driving	4.90
doctor	4.90
fish	4.90
grow	4.90
machine	4.90
gay	4.90
doubt	4.90
sit	4.90
feels	4.90
notice	4.90
drink	4.90
glad	4.90
japan	4.89
texas	4.89
parties	4.89
associated	4.89
smith	4.89
plant	4.89
cars	4.89
crime	4.89
holding	4.89
captain	4.89
laws	4.89
winter	4.89
carry	4.89
highly	4.89
spot	4.89
fully	4.89
basic	4.89
effective	4.89
effects	4.89
male	4.89
reality	4.89
worse	4.89
explain	4.89
mrs	4.89
prices	4.88
nation	4.88
agreement	4.88
rates	4.88
helped	4.88
killing	4.88
award	4.88
william	4.88
caused	4.88
eventually	4.88
peter	4.88
comment	4.88
christian	4.88
equipment	4.88
primary	4.88
responsible	4.88
challenge	4.88
lived	4.88
showing	4.88
block	4.88
uses	4.88
characters	4.88
theory	4.88
broken	4.88
teacher	4.88
holy	4.88
otherwise	4.88
purpose	4.88
shop	4.88
advice	4.88
lots	4.88
sick	4.88
saturday	4.87
economy	4.87
agency	4.87
executive	4.87
nine	4.87
drug	4.87
trial	4.87
operations	4.87
coast	4.87
mission	4.87
produced	4.87
officers	4.87
hall	4.87
mass	4.87
politics	4.87
status	4.87
ran	4.87
environment	4.87
avoid	4.87
weather	4.87
comments	4.87
cell	4.87
foot	4.87
meaning	4.87
therefore	4.87
pop	4.87
catch	4.87
camera	4.87
truly	4.87
located	4.86
division	4.86
showed	4.86
interview	4.86
offered	4.86
condition	4.86
highest	4.86
flight	4.86
claims	4.86
murder	4.86
stars	4.86
freedom	4.86
seconds	4.86
complex	4.86
evening	4.86
standing	4.86
activity	4.86
heat	4.86
location	4.86
queen	4.86
putting	4.86
library	4.86
sitting	4.86
application	4.86
coffee	4.86
walking	4.86
app	4.86
northern	4.85
fell	4.85
exchange	4.85
reached	4.85
signed	4.85
opened	4.85
robert	4.85
species	4.85
royal	4.85
religious	4.85
whom	4.85
attempt	4.85
speech	4.85
serve	4.85
broke	4.85
placed	4.85
protection	4.85
powerful	4.85
losing	4.85
traffic	4.85
channel	4.85
appear	4.85
receive	4.85
accept	4.85
prior	4.85
slow	4.85
learned	4.85
distance	4.85
finding	4.85
mobile	4.85
screen	4.85
tree	4.85
wearing	4.85
glass	4.85
types	4.85
ride	4.85
actual	4.85
fat	4.85
eating	4.85
wonderful	4.85
vs	4.85
southern	4.84
agreed	4.84
investment	4.84
airport	4.84
demand	4.84
runs	4.84
raised	4.84
begin	4.84
sources	4.84
thomas	4.84
cities	4.84
square	4.84
traditional	4.84
plays	4.84
twice	4.84
songs	4.84
famous	4.84
appears	4.84
stopped	4.84
benefits	4.84
partner	4.84
structure	4.84
engine	4.84
solution	4.84
notes	4.84
keeping	4.84
bottom	4.84
animals	4.84
wind	4.84
everybody	4.84
ideas	4.84
worry	4.84
lie	4.84
sad	4.84
fourth	4.83
appeared	4.83
americans	4.83
remain	4.83
forced	4.83
chicago	4.83
lake	4.83
mostly	4.83
separate	4.83
previously	4.83
tom	4.83
critical	4.83
score	4.83
bus	4.83
owner	4.83
fresh	4.83
covered	4.83
scale	4.83
missed	4.83
digital	4.83
surface	4.83
views	4.83
starts	4.83
count	4.83
becomes	4.83
brand	4.83
photos	4.83
mentioned	4.83
throw	4.83
mental	4.83
mouth	4.83
realize	4.83
wedding	4.83
totally	4.83
cent	4.83
smart	4.83
twitter	4.83
rose	4.82
village	4.82
african	4.82
budget	4.82
returned	4.82
failed	4.82
fund	4.82
paris	4.82
arms	4.82
hill	4.82
target	4.82
seat	4.82
hearing	4.82
seemed	4.82
larger	4.82
louis	4.82
estate	4.82
push	4.82
actions	4.82
feature	4.82
acting	4.82
generation	4.82
benefit	4.82
jack	4.82
sexual	4.82
mid	4.82
metal	4.82
fashion	4.82
faith	4.82
understanding	4.82
pull	4.82
profile	4.82
click	4.82
prime	4.81
leaders	4.81
japanese	4.81
served	4.81
rise	4.81
authority	4.81
employees	4.81
projects	4.81
foundation	4.81
selling	4.81
basis	4.81
spread	4.81
supply	4.81
becoming	4.81
draw	4.81
follows	4.81
gain	4.81
silver	4.81
agent	4.81
individuals	4.81
chris	4.81
enter	4.81
ex	4.81
animal	4.81
memory	4.81
ring	4.81
apply	4.81
waste	4.81
soul	4.81
weird	4.81
dude	4.81
monday	4.80
nations	4.80
chairman	4.80
senate	4.80
remains	4.80
prison	4.80
institute	4.80
winner	4.80
mike	4.80
smaller	4.80
apparently	4.80
provides	4.80
artist	4.80
stone	4.80
strength	4.80
wild	4.80
engineering	4.80
edition	4.80
users	4.80
grade	4.80
option	4.80
method	4.80
healthy	4.80
adult	4.80
obviously	4.80
window	4.80
somebody	4.80
happening	4.80
television	4.79
firm	4.79
arrived	4.79
camp	4.79
richard	4.79
prevent	4.79
improve	4.79
cast	4.79
continues	4.79
trouble	4.79
leaves	4.79
removed	4.79
dangerous	4.79
usa	4.79
movies	4.79
negative	4.79
greatest	4.79
extremely	4.79
indeed	4.79
spirit	4.79
handle	4.79
correct	4.79
ed	4.79
bag	4.79
christ	4.79
videos	4.79
bet	4.79
till	4.79
dollars	4.78
eastern	4.78
fifth	4.78
progress	4.78
van	4.78
customers	4.78
produce	4.78
influence	4.78
shooting	4.78
standards	4.78
items	4.78
mary	4.78
advantage	4.78
joe	4.78
nor	4.78
decide	4.78
helping	4.78
materials	4.78
marketing	4.78
require	4.78
shut	4.78
apart	4.78
wood	4.78
herself	4.78
tells	4.78
function	4.78
impossible	4.78
aware	4.78
dinner	4.78
gift	4.78
thinks	4.78
proud	4.78
cat	4.78
israel	4.77
efforts	4.77
thousands	4.77
labor	4.77
carried	4.77
charles	4.77
completed	4.77
leadership	4.77
housing	4.77
journal	4.77
units	4.77
software	4.77
host	4.77
tough	4.77
drugs	4.77
bridge	4.77
setting	4.77
background	4.77
onto	4.77
neither	4.77
rare	4.77
possibly	4.77
birth	4.77
garden	4.77
length	4.77
prove	4.77
concept	4.77
skills	4.77
classes	4.77
patient	4.77
dogs	4.77
copy	4.77
lucky	4.77
dear	4.77
inc	4.77
florida	4.76
net	4.76
owned	4.76
managed	4.76
fellow	4.76
request	4.76
vehicle	4.76
volume	4.76
balance	4.76
connection	4.76
changing	4.76
horse	4.76
turns	4.76
cards	4.76
ad	4.76
alive	4.76
wake	4.76
apple	4.76
easier	4.76
map	4.76
boss	4.76
magic	4.76
birthday	4.76
stick	4.76
dress	4.76
knowing	4.76
liked	4.76
bitch	4.76
billion	4.75
violence	4.75
weapons	4.75
aid	4.75
mexico	4.75
investigation	4.75
believed	4.75
raise	4.75
operating	4.75
criminal	4.75
concerned	4.75
responsibility	4.75
cultural	4.75
develop	4.75
youth	4.75
presented	4.75
driver	4.75
farm	4.75
slightly	4.75
technical	4.75
frank	4.75
variety	4.75
buying	4.75
existing	4.75
fly	4.75
ends	4.75
corner	4.75
surprise	4.75
paying	4.75
cells	4.75
file	4.75
unique	4.75
images	4.75
roll	4.75
guide	4.75
suggest	4.75
busy	4.75
beauty	4.75
treat	4.75
conversation	4.75
fix	4.75
thoughts	4.75
yours	4.75
parliament	4.74
funds	4.74
web	4.74
magazine	4.74
ordered	4.74
martin	4.74
injury	4.74
sites	4.74
offers	4.74
strategy	4.74
henry	4.74
prepared	4.74
discovered	4.74
edge	4.74
stated	4.74
teachers	4.74
models	4.74
wine	4.74
religion	4.74
iron	4.74
breaking	4.74
reference	4.74
bigger	4.74
dry	4.74
helps	4.74
evil	4.74
mad	4.74
forever	4.74
somewhere	4.74
excited	4.74
appreciate	4.74
lovely	4.74
dont	4.74
nuclear	4.73
democratic	4.73
victory	4.73
angeles	4.73
joined	4.73
sides	4.73
issued	4.73
lee	4.73
spanish	4.73
jones	4.73
dropped	4.73
figures	4.73
bay	4.73
guard	4.73
port	4.73
mountain	4.73
reduce	4.73
presence	4.73
sport	4.73
orders	4.73
steps	4.73
audience	4.73
accounts	4.73
lies	4.73
medicine	4.73
closer	4.73
forms	4.73
reaction	4.73
core	4.73
arm	4.73
solid	4.73
exist	4.73
mention	4.73
description	4.73
shoot	4.73
stress	4.73
tea	4.73
excellent	4.73
taste	4.73
likes	4.73
honest	4.73
quarter	4.72
britain	4.72
regional	4.72
toward	4.72
plane	4.72
johnson	4.72
mail	4.72
emergency	4.72
session	4.72
fuel	4.72
festival	4.72
valley	4.72
zone	4.72
afternoon	4.72
citizens	4.72
houses	4.72
introduced	4.72
assistant	4.72
entered	4.72
prince	4.72
initial	4.72
scott	4.72
failure	4.72
massive	4.72
providing	4.72
willing	4.72
windows	4.72
upper	4.72
decisions	4.72
electric	4.72
links	4.72
classic	4.72
transfer	4.72
picked	4.72
pair	4.72
pieces	4.72
flat	4.72
shape	4.72
matters	4.72
ill	4.72
watched	4.72
teaching	4.72
harry	4.72
kick	4.72
entirely	4.72
sky	4.72
proper	4.72
clothes	4.72
plenty	4.72
facts	4.72
useful	4.72
hello	4.72
vice	4.71
governor	4.71
joint	4.71
spending	4.71
museum	4.71
proposed	4.71
industrial	4.71
awards	4.71
policies	4.71
signs	4.71
steve	4.71
capacity	4.71
climate	4.71
accident	4.71
advanced	4.71
plants	4.71
steel	4.71
communities	4.71
rain	4.71
flying	4.71
boat	4.71
bringing	4.71
alternative	4.71
purchase	4.71
turning	4.71
supporting	4.71
duty	4.71
treated	4.71
options	4.71
path	4.71
remove	4.71
bear	4.71
hundred	4.71
discussion	4.71
promise	4.71
warm	4.71
articles	4.71
mix	4.71
drinking	4.71
anywhere	4.71
feelings	4.71
cheap	4.71
tired	4.71
terrible	4.71
fantastic	4.71
soldiers	4.70
border	4.70
republican	4.70
canadian	4.70
intelligence	4.70
profit	4.70
command	4.70
arts	4.70
crowd	4.70
crew	4.70
environmental	4.70
ensure	4.70
wins	4.70
intended	4.70
forest	4.70
powers	4.70
limit	4.70
suit	4.70
ocean	4.70
elements	4.70
filled	4.70
enemy	4.70
labour	4.70
moon	4.70
fixed	4.70
dick	4.70
beer	4.70
proof	4.70
afraid	4.70
dating	4.70
asian	4.69
banks	4.69
planned	4.69
noted	4.69
domestic	4.69
attorney	4.69
homes	4.69
debt	4.69
supreme	4.69
originally	4.69
buildings	4.69
writer	4.69
survey	4.69
native	4.69
listed	4.69
grew	4.69
bodies	4.69
launch	4.69
appearance	4.69
brothers	4.69
historical	4.69
sets	4.69
creating	4.69
younger	4.69
honor	4.69
tech	4.69
ben	4.69
trees	4.69
yellow	4.69
expensive	4.69
behavior	4.69
ray	4.69
jump	4.69
minimum	4.69
pm	4.69
suddenly	4.69
chair	4.69
user	4.69
update	4.69
honestly	4.69
im	4.69
officials	4.68
attacks	4.68
charges	4.68
formed	4.68
illegal	4.68
suggested	4.68
performed	4.68
supported	4.68
transport	4.68
increasing	4.68
ending	4.68
combined	4.68
loan	4.68
ancient	4.68
scotland	4.68
contains	4.68
selected	4.68
restaurant	4.68
express	4.68
shared	4.68
exercise	4.68
flow	4.68
shopping	4.68
sugar	4.68
connected	4.68
taught	4.68
soft	4.68
methods	4.68
surprised	4.68
communication	4.68
hero	4.68
planet	4.68
relationships	4.68
stuck	4.68
girlfriend	4.68
